answer,guessed,num_guessed,time_to_solve
mural,handy#swift#glove#crump#mural,5,0.29
valve,handy#swift#glove#crump#valve,5,0.28
risen,handy#swift#glove#crump#resin#risen,6,0.3
botch,handy#swift#glove#crump#botch,5,0.3
cacti,handy#swift#glove#crump#cacti,5,0.28
alone,handy#swift#glove#crump#alone,5,0.29
steal,handy#swift#glove#crump#setal#steal,6,0.3
adept,handy#swift#glove#crump#adept,5,0.28
toddy,handy#swift#glove#crump#toddy,5,0.3
draft,handy#swift#glove#crump#draft,5,0.29
shack,handy#swift#glove#crump#shack,5,0.28
truce,handy#swift#glove#crump#truce,5,0.28
model,handy#swift#glove#crump#model,5,0.3
lower,handy#swift#glove#crump#lower,5,0.28
lemur,handy#swift#glove#crump#lemur,5,0.29
fiend,handy#swift#glove#crump#fiend,5,0.3
grade,handy#swift#glove#crump#grade,5,0.28
latte,handy#swift#glove#crump#latke#latte,6,0.3
adult,handy#swift#glove#crump#adult,5,0.3
duchy,handy#swift#glove#crump#duchy,5,0.29
vital,handy#swift#glove#crump#vital,5,0.28
eclat,handy#swift#glove#crump#eclat,5,0.3
hence,handy#swift#glove#crump#hence,5,0.3
their,handy#swift#glove#crump#their,5,0.29
decry,handy#swift#glove#crump#decry,5,0.3
caste,handy#swift#glove#crump#caste,5,0.28
scene,handy#swift#glove#crump#scene,5,0.3
shawl,handy#swift#glove#crump#shawl,5,0.3
feral,handy#swift#glove#crump#feral,5,0.29
rebus,handy#swift#glove#crump#users#jures#rebus,7,0.31
flirt,handy#swift#glove#crump#flirt,5,0.28
grunt,handy#swift#glove#crump#grunt,5,0.28
otter,handy#swift#glove#crump#retro#toter#oxter#otter,8,0.31
heath,handy#swift#glove#crump#heath,5,0.29
dodge,handy#swift#glove#crump#dodge,5,0.3
sieve,handy#swift#glove#crump#sieve,5,0.28
canny,handy#swift#glove#crump#canny,5,0.29
baste,handy#swift#glove#crump#baste,5,0.28
elude,handy#swift#glove#crump#elude,5,0.28
sheik,handy#swift#glove#crump#sheik,5,0.28
burst,handy#swift#glove#crump#burst,5,0.3
banal,handy#swift#glove#crump#banal,5,0.28
boozy,handy#swift#glove#crump#boozy,5,0.29
nosey,handy#swift#glove#crump#nosey,5,0.28
seize,handy#swift#glove#crump#seise#seize,6,0.3
alive,handy#swift#glove#crump#alive,5,0.28
miser,handy#swift#glove#crump#miser,5,0.3
smile,handy#swift#glove#crump#smile,5,0.29
iliac,handy#swift#glove#crump#iliac,5,0.28
cleat,handy#swift#glove#crump#cleat,5,0.3
scoop,handy#swift#glove#crump#scoop,5,0.28
spire,handy#swift#glove#crump#spire,5,0.28
gauge,handy#swift#glove#crump#gauze#gauge,6,0.32
totem,handy#swift#glove#crump#totem,5,0.28
taker,handy#swift#glove#crump#rater#taker,6,0.31
query,handy#swift#glove#crump#query,5,0.3
refit,handy#swift#glove#crump#refit,5,0.29
brief,handy#swift#glove#crump#brief,5,0.28
fetus,handy#swift#glove#crump#fetus,5,0.28
dirty,handy#swift#glove#crump#dirty,5,0.3
clerk,handy#swift#glove#crump#clerk,5,0.28
drill,handy#swift#glove#crump#drill,5,0.29
guppy,handy#swift#glove#crump#guppy,5,0.28
goofy,handy#swift#glove#crump#goofy,5,0.28
alpha,handy#swift#glove#crump#alpha,5,0.28
whiny,handy#swift#glove#crump#whiny,5,0.28
dodgy,handy#swift#glove#crump#dodgy,5,0.29
razor,handy#swift#glove#crump#razor,5,0.3
impel,handy#swift#glove#crump#impel,5,0.28
trice,handy#swift#glove#crump#trice,5,0.28
prick,handy#swift#glove#crump#prick,5,0.31
cynic,handy#swift#glove#crump#cynic,5,0.28
fully,handy#swift#glove#crump#fully,5,0.28
wispy,handy#swift#glove#crump#wispy,5,0.3
trail,handy#swift#glove#crump#trail,5,0.28
sloth,handy#swift#glove#crump#sloth,5,0.29
three,handy#swift#glove#crump#three,5,0.28
humid,handy#swift#glove#crump#humid,5,0.3
order,handy#swift#glove#crump#order,5,0.28
tiara,handy#swift#glove#crump#riata#tiara,6,0.3
cling,handy#swift#glove#crump#cling,5,0.29
delta,handy#swift#glove#crump#delta,5,0.3
chaff,handy#swift#glove#crump#chaff,5,0.28
enjoy,handy#swift#glove#crump#enjoy,5,0.28
hurry,handy#swift#glove#crump#hurry,5,0.3
expel,handy#swift#glove#crump#expel,5,0.29
skunk,handy#swift#glove#crump#snubs#skunk,6,0.3
enema,handy#swift#glove#crump#enema,5,0.3
minim,handy#swift#glove#crump#minim,5,0.29
dress,handy#swift#glove#crump#drees#dreks#dress,7,0.3
right,handy#swift#glove#crump#right,5,0.3
frame,handy#swift#glove#crump#frame,5,0.28
angst,handy#swift#glove#crump#angst,5,0.28
ripen,handy#swift#glove#crump#repin#ripen,6,0.31
diver,handy#swift#glove#crump#rived#diver,6,0.3
lumen,handy#swift#glove#crump#lumen,5,0.28
chide,handy#swift#glove#crump#chide,5,0.28
sulky,handy#swift#glove#crump#sulky,5,0.3
hazel,handy#swift#glove#crump#hazel,5,0.28
epoxy,handy#swift#glove#crump#epoxy,5,0.29
pulse,handy#swift#glove#crump#pusle#pulse,6,0.3
scone,handy#swift#glove#crump#scone,5,0.28
storm,handy#swift#glove#crump#storm,5,0.3
ninth,handy#swift#glove#crump#ninth,5,0.29
taffy,handy#swift#glove#crump#taffy,5,0.28
trash,handy#swift#glove#crump#trash,5,0.3
grail,handy#swift#glove#crump#grail,5,0.29
ruder,handy#swift#glove#crump#debur#udder#ruder,7,0.31
clamp,handy#swift#glove#crump#clamp,5,0.27
spoon,handy#swift#glove#crump#spoon,5,0.3
rival,handy#swift#glove#crump#viral#rival,6,0.3
crave,handy#swift#glove#crump#crave,5,0.3
filmy,handy#swift#glove#crump#filmy,5,0.28
palsy,handy#swift#glove#crump#palsy,5,0.29
close,handy#swift#glove#crump#close,5,0.28
crest,handy#swift#glove#crump#crest,5,0.28
vigor,handy#swift#glove#crump#vigor,5,0.3
ovoid,handy#swift#glove#crump#ovoid,5,0.29
valid,handy#swift#glove#crump#valid,5,0.28
muddy,handy#swift#glove#crump#muddy,5,0.3
golly,handy#swift#glove#crump#golly,5,0.28
ivory,handy#swift#glove#crump#ivory,5,0.28
sushi,handy#swift#glove#crump#sushi,5,0.29
sandy,handy#swift#glove#crump#sandy,5,0.3
sheet,handy#swift#glove#crump#sheet,5,0.28
swing,handy#swift#glove#crump#swing,5,0.28
coupe,handy#swift#glove#crump#coupe,5,0.28
bugle,handy#swift#glove#crump#bulge#bugle,6,0.3
sassy,handy#swift#glove#crump#sassy,5,0.3
fleck,handy#swift#glove#crump#fleck,5,0.28
moult,handy#swift#glove#crump#moult,5,0.28
watch,handy#swift#glove#crump#watch,5,0.3
brown,handy#swift#glove#crump#brown,5,0.29
loose,handy#swift#glove#crump#loose,5,0.28
input,handy#swift#glove#crump#input,5,0.28
raise,handy#swift#glove#crump#raise,5,0.3
kappa,handy#swift#glove#crump#pakka#kappa,6,0.3
print,handy#swift#glove#crump#print,5,0.28
chalk,handy#swift#glove#crump#chalk,5,0.3
nicer,handy#swift#glove#crump#nicer,5,0.28
movie,handy#swift#glove#crump#movie,5,0.29
orbit,handy#swift#glove#crump#orbit,5,0.28
night,handy#swift#glove#crump#night,5,0.3
inbox,handy#swift#glove#crump#inbox,5,0.3
singe,handy#swift#glove#crump#singe,5,0.28
thick,handy#swift#glove#crump#thick,5,0.3
whirl,handy#swift#glove#crump#whirl,5,0.29
phase,handy#swift#glove#crump#phase,5,0.28
found,handy#swift#glove#crump#found,5,0.3
beset,handy#swift#glove#crump#beset,5,0.28
music,handy#swift#glove#crump#music,5,0.3
crass,handy#swift#glove#crump#crabs#crass,6,0.3
lobby,handy#swift#glove#crump#lolly#lobby,6,0.3
swift,handy#swift,2,0.25
savor,handy#swift#glove#crump#savor,5,0.28
heady,handy#swift#glove#crump#heady,5,0.29
power,handy#swift#glove#crump#power,5,0.28
choke,handy#swift#glove#crump#choke,5,0.3
sober,handy#swift#glove#crump#sorer#sober,6,0.3
trial,handy#swift#glove#crump#trial,5,0.28
whale,handy#swift#glove#crump#whale,5,0.29
pecan,handy#swift#glove#crump#pecan,5,0.28
child,handy#swift#glove#crump#child,5,0.3
payee,handy#swift#glove#crump#payee,5,0.28
sauce,handy#swift#glove#crump#sauce,5,0.28
inter,handy#swift#glove#crump#inter,5,0.29
pesto,handy#swift#glove#crump#pesto,5,0.3
brush,handy#swift#glove#crump#brush,5,0.28
pupil,handy#swift#glove#crump#pulli#pupil,6,0.31
idyll,handy#swift#glove#crump#idyll,5,0.29
dross,handy#swift#glove#crump#dross,5,0.28
turbo,handy#swift#glove#crump#turbo,5,0.3
bused,handy#swift#glove#crump#debus#bused,6,0.31
druid,handy#swift#glove#crump#druid,5,0.28
clear,handy#swift#glove#crump#clear,5,0.29
happy,handy#swift#glove#crump#happy,5,0.3
fiery,handy#swift#glove#crump#fiery,5,0.28
rajah,handy#swift#glove#crump#rajah,5,0.3
wrest,handy#swift#glove#crump#wrest,5,0.28
omega,handy#swift#glove#crump#omega,5,0.29
enact,handy#swift#glove#crump#enact,5,0.3
fresh,handy#swift#glove#crump#fresh,5,0.28
nerdy,handy#swift#glove#crump#nerdy,5,0.3
belle,handy#swift#glove#crump#belle,5,0.29
manly,handy#swift#glove#crump#manly,5,0.28
shaky,handy#swift#glove#crump#shaky,5,0.3
arbor,handy#swift#glove#crump#arroz#arbor,6,0.3
flank,handy#swift#glove#crump#flank,5,0.28
rigor,handy#swift#glove#crump#rigor,5,0.29
flour,handy#swift#glove#crump#flour,5,0.28
tread,handy#swift#glove#crump#tread,5,0.29
trust,handy#swift#glove#crump#trust,5,0.3
lyric,handy#swift#glove#crump#lyric,5,0.29
elope,handy#swift#glove#crump#elope,5,0.28
purer,handy#swift#glove#crump#puker#purer,6,0.3
decay,handy#swift#glove#crump#decay,5,0.3
chill,handy#swift#glove#crump#chili#chill,6,0.3
aloof,handy#swift#glove#crump#aloof,5,0.28
sleek,handy#swift#glove#crump#sleek,5,0.29
craft,handy#swift#glove#crump#craft,5,0.28
vapid,handy#swift#glove#crump#pavid#vapid,6,0.3
dingo,handy#swift#glove#crump#dingo,5,0.3
ozone,handy#swift#glove#crump#ozone,5,0.27
pithy,handy#swift#glove#crump#pithy,5,0.3
itchy,handy#swift#glove#crump#tichy#itchy,6,0.3
sheep,handy#swift#glove#crump#sheep,5,0.28
twixt,handy#swift#glove#crump#twixt,5,0.29
occur,handy#swift#glove#crump#occur,5,0.3
straw,handy#swift#glove#crump#straw,5,0.3
satyr,handy#swift#glove#crump#satyr,5,0.28
flush,handy#swift#glove#crump#flush,5,0.29
missy,handy#swift#glove#crump#missy,5,0.3
lemon,handy#swift#glove#crump#melon#lemon,6,0.3
nomad,handy#swift#glove#crump#nomad,5,0.28
patio,handy#swift#glove#crump#patio,5,0.3
cagey,handy#swift#glove#crump#cagey,5,0.28
sharp,handy#swift#glove#crump#sharp,5,0.29
hippy,handy#swift#glove#crump#hippy,5,0.28
stark,handy#swift#glove#crump#starr#stark,6,0.3
elbow,handy#swift#glove#crump#elbow,5,0.3
kinky,handy#swift#glove#crump#ninny#zinky#kinky,7,0.3
audio,handy#swift#glove#crump#audio,5,0.29
digit,handy#swift#glove#crump#digit,5,0.28
madam,handy#swift#glove#crump#madam,5,0.3
wield,handy#swift#glove#crump#wiled#wield,6,0.3
tryst,handy#swift#glove#crump#tryst,5,0.28
bitty,handy#swift#glove#crump#tizzy#kitty#bitty,7,0.3
speck,handy#swift#glove#crump#speck,5,0.28
rower,handy#swift#glove#crump#bower#rower,6,0.31
kitty,handy#swift#glove#crump#tizzy#kitty,6,0.3
gland,handy#swift#glove#crump#gland,5,0.29
lefty,handy#swift#glove#crump#felty#lefty,6,0.3
ditty,handy#swift#glove#crump#ditty,5,0.28
taint,handy#swift#glove#crump#taint,5,0.28
funny,handy#swift#glove#crump#funny,5,0.28
swear,handy#swift#glove#crump#swear,5,0.29
chute,handy#swift#glove#crump#chute,5,0.28
arise,handy#swift#glove#crump#arise,5,0.28
creek,handy#swift#glove#crump#creek,5,0.28
hoist,handy#swift#glove#crump#hoist,5,0.3
stand,handy#swift#glove#crump#stand,5,0.27
trout,handy#swift#glove#crump#trout,5,0.28
mammy,handy#swift#glove#crump#jammy#mammy,6,0.31
widen,handy#swift#glove#crump#indew#widen,6,0.3
visit,handy#swift#glove#crump#visit,5,0.29
froze,handy#swift#glove#crump#frore#froze,6,0.3
coral,handy#swift#glove#crump#coral,5,0.28
octal,handy#swift#glove#crump#octal,5,0.3
plush,handy#swift#glove#crump#plush,5,0.28
unify,handy#swift#glove#crump#unify,5,0.29
freed,handy#swift#glove#crump#freed,5,0.28
detox,handy#swift#glove#crump#detox,5,0.28
bonus,handy#swift#glove#crump#bonus,5,0.28
offer,handy#swift#glove#crump#forex#offer,6,0.3
tidal,handy#swift#glove#crump#tidal,5,0.29
green,handy#swift#glove#crump#green,5,0.28
knelt,handy#swift#glove#crump#knelt,5,0.3
flout,handy#swift#glove#crump#flout,5,0.28
defer,handy#swift#glove#crump#defer,5,0.28
wince,handy#swift#glove#crump#wince,5,0.29
blurb,handy#swift#glove#crump#blurb,5,0.28
chick,handy#swift#glove#crump#chizz#chich#chick,7,0.31
foyer,handy#swift#glove#crump#foyer,5,0.3
sheen,handy#swift#glove#crump#sheen,5,0.29
munch,handy#swift#glove#crump#munch,5,0.3
admin,handy#swift#glove#crump#admin,5,0.28
allay,handy#swift#glove#crump#allay,5,0.3
recut,handy#swift#glove#crump#recut,5,0.28
tally,handy#swift#glove#crump#talky#tally,6,0.3
tapir,handy#swift#glove#crump#tapir,5,0.3
edify,handy#swift#glove#crump#edify,5,0.3
spark,handy#swift#glove#crump#spars#spark,6,0.3
delve,handy#swift#glove#crump#delve,5,0.3
fishy,handy#swift#glove#crump#fishy,5,0.29
belch,handy#swift#glove#crump#leech#belch,6,0.3
torus,handy#swift#glove#crump#torus,5,0.3
whelp,handy#swift#glove#crump#whelp,5,0.28
ditch,handy#swift#glove#crump#ditch,5,0.29
spine,handy#swift#glove#crump#snipe#spine,6,0.3
credo,handy#swift#glove#crump#credo,5,0.3
cloud,handy#swift#glove#crump#cloud,5,0.28
novel,handy#swift#glove#crump#novel,5,0.3
major,handy#swift#glove#crump#maror#major,6,0.31
cause,handy#swift#glove#crump#cause,5,0.28
noose,handy#swift#glove#crump#noose,5,0.3
shirt,handy#swift#glove#crump#shirt,5,0.28
avail,handy#swift#glove#crump#avail,5,0.31
clean,handy#swift#glove#crump#clean,5,0.28
kneed,handy#swift#glove#crump#kneed,5,0.28
match,handy#swift#glove#crump#match,5,0.3
shrug,handy#swift#glove#crump#shrug,5,0.3
fuzzy,handy#swift#glove#crump#fubby#fuzzy,6,0.31
spied,handy#swift#glove#crump#spied,5,0.28
paler,handy#swift#glove#crump#paler,5,0.3
comma,handy#swift#glove#crump#comma,5,0.28
quake,handy#swift#glove#crump#buaze#quake,6,0.3
often,handy#swift#glove#crump#often,5,0.3
scour,handy#swift#glove#crump#scour,5,0.28
butch,handy#swift#glove#crump#kutch#butch,6,0.31
hovel,handy#swift#glove#crump#hovel,5,0.28
blank,handy#swift#glove#crump#blank,5,0.31
sweat,handy#swift#glove#crump#sweat,5,0.28
avoid,handy#swift#glove#crump#avoid,5,0.3
grant,handy#swift#glove#crump#grant,5,0.28
paddy,handy#swift#glove#crump#paddy,5,0.28
guava,handy#swift#glove#crump#guava,5,0.29
saner,handy#swift#glove#crump#saner,5,0.28
dryly,handy#swift#glove#crump#dryly,5,0.3
femme,handy#swift#glove#crump#femme,5,0.28
krill,handy#swift#glove#crump#krill,5,0.28
scree,handy#swift#glove#crump#scree,5,0.29
forge,handy#swift#glove#crump#forge,5,0.3
logic,handy#swift#glove#crump#logic,5,0.28
elect,handy#swift#glove#crump#elect,5,0.29
trump,handy#swift#glove#crump#trump,5,0.28
swath,handy#swift#glove#crump#swath,5,0.29
usher,handy#swift#glove#crump#usher,5,0.3
afoul,handy#swift#glove#crump#afoul,5,0.3
awash,handy#swift#glove#crump#awash,5,0.28
basal,handy#swift#glove#crump#basal,5,0.29
swell,handy#swift#glove#crump#sweel#swell,6,0.3
clink,handy#swift#glove#crump#clink,5,0.28
thorn,handy#swift#glove#crump#thorn,5,0.3
truer,handy#swift#glove#crump#truer,5,0.28
venue,handy#swift#glove#crump#venue,5,0.29
elate,handy#swift#glove#crump#elate,5,0.28
saute,handy#swift#glove#crump#saute,5,0.3
grate,handy#swift#glove#crump#grate,5,0.28
plunk,handy#swift#glove#crump#plunk,5,0.3
fecal,handy#swift#glove#crump#fecal,5,0.29
liege,handy#swift#glove#crump#ligge#liege,6,0.3
tweet,handy#swift#glove#crump#tweet,5,0.28
break,handy#swift#glove#crump#break,5,0.3
setup,handy#swift#glove#crump#setup,5,0.28
quilt,handy#swift#glove#crump#built#quilt,6,0.3
twang,handy#swift#glove#crump#twang,5,0.3
shaft,handy#swift#glove#crump#shaft,5,0.28
booby,handy#swift#glove#crump#boozy#booky#booby,7,0.3
terra,handy#swift#glove#crump#retax#terra,6,0.31
recap,handy#swift#glove#crump#recap,5,0.3
south,handy#swift#glove#crump#south,5,0.28
creed,handy#swift#glove#crump#creed,5,0.28
deity,handy#swift#glove#crump#deity,5,0.3
quack,handy#swift#glove#crump#quack,5,0.29
legal,handy#swift#glove#crump#belga#legal,6,0.3
amend,handy#swift#glove#crump#amend,5,0.3
vaunt,handy#swift#glove#crump#vaunt,5,0.28
inner,handy#swift#glove#crump#inner,5,0.3
idler,handy#swift#glove#crump#riled#idler,6,0.3
brash,handy#swift#glove#crump#brash,5,0.3
frown,handy#swift#glove#crump#frown,5,0.28
pearl,handy#swift#glove#crump#pearl,5,0.28
snare,handy#swift#glove#crump#snare,5,0.29
these,handy#swift#glove#crump#these,5,0.3
grace,handy#swift#glove#crump#grace,5,0.28
llama,handy#swift#glove#crump#llama,5,0.3
gripe,handy#swift#glove#crump#gripe,5,0.28
motto,handy#swift#glove#crump#motto,5,0.29
unfed,handy#swift#glove#crump#unfed,5,0.28
grill,handy#swift#glove#crump#grill,5,0.28
stomp,handy#swift#glove#crump#stomp,5,0.3
giver,handy#swift#glove#crump#giver,5,0.28
plead,handy#swift#glove#crump#plead,5,0.29
loopy,handy#swift#glove#crump#loopy,5,0.3
march,handy#swift#glove#crump#march,5,0.3
shake,handy#swift#glove#crump#shake,5,0.28
igloo,handy#swift#glove#crump#igloo,5,0.29
plump,handy#swift#glove#crump#plump,5,0.3
hefty,handy#swift#glove#crump#hefty,5,0.28
cutie,handy#swift#glove#crump#cutie,5,0.28
hinge,handy#swift#glove#crump#hinge,5,0.3
arson,handy#swift#glove#crump#arson,5,0.29
lunge,handy#swift#glove#crump#lunge,5,0.28
cloak,handy#swift#glove#crump#cloak,5,0.28
bluff,handy#swift#glove#crump#fluff#bluff,6,0.31
chess,handy#swift#glove#crump#chess,5,0.28
etude,handy#swift#glove#crump#etude,5,0.29
butte,handy#swift#glove#crump#tutee#butte,6,0.31
gumbo,handy#swift#glove#crump#gumbo,5,0.28
guild,handy#swift#glove#crump#guild,5,0.3
fable,handy#swift#glove#crump#fable,5,0.29
blast,handy#swift#glove#crump#blast,5,0.3
scaly,handy#swift#glove#crump#scaly,5,0.28
climb,handy#swift#glove#crump#climb,5,0.28
steak,handy#swift#glove#crump#seats#steak,6,0.31
snore,handy#swift#glove#crump#snore,5,0.28
merry,handy#swift#glove#crump#emery#merry,6,0.3
daily,handy#swift#glove#crump#daily,5,0.3
local,handy#swift#glove#crump#local,5,0.28
motor,handy#swift#glove#crump#motor,5,0.28
error,handy#swift#glove#crump#error,5,0.29
ditto,handy#swift#glove#crump#ootid#ditto,6,0.31
strip,handy#swift#glove#crump#strip,5,0.28
mimic,handy#swift#glove#crump#mimic,5,0.28
salvo,handy#swift#glove#crump#salvo,5,0.29
crazy,handy#swift#glove#crump#crazy,5,0.28
brood,handy#swift#glove#crump#drook#brood,6,0.31
spell,handy#swift#glove#crump#spelk#spell,6,0.3
newer,handy#swift#glove#crump#newer,5,0.3
bleat,handy#swift#glove#crump#bleat,5,0.27
islet,handy#swift#glove#crump#islet,5,0.3
tepee,handy#swift#glove#crump#tepee,5,0.29
where,handy#swift#glove#crump#where,5,0.28
jolly,handy#swift#glove#crump#lolly#jolly,6,0.31
hippo,handy#swift#glove#crump#hippo,5,0.29
amply,handy#swift#glove#crump#amply,5,0.28
annul,handy#swift#glove#crump#annul,5,0.3
throw,handy#swift#glove#crump#rowth#throw,6,0.3
avert,handy#swift#glove#crump#avert,5,0.29
train,handy#swift#glove#crump#train,5,0.3
smoky,handy#swift#glove#crump#smoky,5,0.28
tonga,handy#swift#glove#crump#tonga,5,0.28
tilde,handy#swift#glove#crump#tilde,5,0.3
leggy,handy#swift#glove#crump#leggy,5,0.29
homer,handy#swift#glove#crump#homer,5,0.28
manor,handy#swift#glove#crump#manor,5,0.3
cameo,handy#swift#glove#crump#cameo,5,0.28
icily,handy#swift#glove#crump#icily,5,0.28
jetty,handy#swift#glove#crump#jetty,5,0.31
onset,handy#swift#glove#crump#onset,5,0.29
foist,handy#swift#glove#crump#foist,5,0.28
minus,handy#swift#glove#crump#munis#minus,6,0.31
spray,handy#swift#glove#crump#spray,5,0.28
imbue,handy#swift#glove#crump#imbue,5,0.29
guilt,handy#swift#glove#crump#guilt,5,0.28
pesky,handy#swift#glove#crump#pesky,5,0.3
scold,handy#swift#glove#crump#scold,5,0.28
skimp,handy#swift#glove#crump#skimp,5,0.29
woody,handy#swift#glove#crump#woody,5,0.28
stake,handy#swift#glove#crump#stake,5,0.28
slope,handy#swift#glove#crump#slope,5,0.3
range,handy#swift#glove#crump#range,5,0.28
queer,handy#swift#glove#crump#queer,5,0.29
folly,handy#swift#glove#crump#folky#folly,6,0.31
sense,handy#swift#glove#crump#sense,5,0.28
foamy,handy#swift#glove#crump#foamy,5,0.3
dandy,handy#swift#glove#crump#bandy#dandy,6,0.31
haunt,handy#swift#glove#crump#haunt,5,0.28
steam,handy#swift#glove#crump#steam,5,0.3
wooer,handy#swift#glove#crump#wooer,5,0.28
tract,handy#swift#glove#crump#bract#tract,6,0.3
judge,handy#swift#glove#crump#budge#judge,6,0.3
ascot,handy#swift#glove#crump#ascot,5,0.28
deuce,handy#swift#glove#crump#deuce,5,0.3
posit,handy#swift#glove#crump#posit,5,0.28
sissy,handy#swift#glove#crump#sissy,5,0.3
sling,handy#swift#glove#crump#sling,5,0.29
lymph,handy#swift#glove#crump#lymph,5,0.3
scorn,handy#swift#glove#crump#scorn,5,0.28
guile,handy#swift#glove#crump#guile,5,0.3
speak,handy#swift#glove#crump#spaes#speak,6,0.3
erupt,handy#swift#glove#crump#erupt,5,0.29
booth,handy#swift#glove#crump#tooth#booth,6,0.31
unlit,handy#swift#glove#crump#unlit,5,0.29
level,handy#swift#glove#crump#kvell#level,6,0.3
surer,handy#swift#glove#crump#suers#suber#surer,7,0.3
float,handy#swift#glove#crump#float,5,0.3
meaty,handy#swift#glove#crump#meaty,5,0.28
gnome,handy#swift#glove#crump#gnome,5,0.28
wring,handy#swift#glove#crump#wring,5,0.3
fluff,handy#swift#glove#crump#bluff#fluff,6,0.3
fetch,handy#swift#glove#crump#fetch,5,0.28
gaudy,handy#swift#glove#crump#gaudy,5,0.28
grave,handy#swift#glove#crump#grave,5,0.3
lying,handy#swift#glove#crump#lying,5,0.28
rebel,handy#swift#glove#crump#kerel#rebel,6,0.3
touch,handy#swift#glove#crump#touch,5,0.28
lingo,handy#swift#glove#crump#lingo,5,0.28
rearm,handy#swift#glove#crump#ameer#rearm,6,0.31
roger,handy#swift#glove#crump#reggo#roger,6,0.3
ruler,handy#swift#glove#crump#lurex#rubel#ruler,7,0.3
leash,handy#swift#glove#crump#leash,5,0.3
given,handy#swift#glove#crump#given,5,0.28
aunty,handy#swift#glove#crump#aunty,5,0.29
flood,handy#swift#glove#crump#flood,5,0.29
event,handy#swift#glove#crump#event,5,0.28
spiny,handy#swift#glove#crump#snipy#spiny,6,0.31
ardor,handy#swift#glove#crump#ardor,5,0.28
guard,handy#swift#glove#crump#guard,5,0.28
unmet,handy#swift#glove#crump#unmet,5,0.29
groan,handy#swift#glove#crump#groan,5,0.28
droll,handy#swift#glove#crump#droll,5,0.3
bayou,handy#swift#glove#crump#bayou,5,0.29
weedy,handy#swift#glove#crump#weedy,5,0.3
among,handy#swift#glove#crump#among,5,0.28
tripe,handy#swift#glove#crump#tripe,5,0.3
quoth,handy#swift#glove#crump#quoth,5,0.29
image,handy#swift#glove#crump#image,5,0.29
staid,handy#swift#glove#crump#staid,5,0.28
mania,handy#swift#glove#crump#mania,5,0.3
armor,handy#swift#glove#crump#armor,5,0.28
never,handy#swift#glove#crump#never,5,0.3
stunt,handy#swift#glove#crump#stunt,5,0.28
swish,handy#swift#glove#crump#swish,5,0.29
chair,handy#swift#glove#crump#chair,5,0.3
eying,handy#swift#glove#crump#eying,5,0.28
ruddy,handy#swift#glove#crump#ruddy,5,0.28
farce,handy#swift#glove#crump#farce,5,0.3
trend,handy#swift#glove#crump#trend,5,0.29
pinky,handy#swift#glove#crump#pinny#pinky,6,0.3
young,handy#swift#glove#crump#young,5,0.3
haste,handy#swift#glove#crump#haste,5,0.28
final,handy#swift#glove#crump#final,5,0.29
havoc,handy#swift#glove#crump#havoc,5,0.3
whoop,handy#swift#glove#crump#whoop,5,0.28
cross,handy#swift#glove#crump#cross,5,0.29
smart,handy#swift#glove#crump#smart,5,0.28
fluid,handy#swift#glove#crump#fluid,5,0.29
ficus,handy#swift#glove#crump#ficus,5,0.28
gnash,handy#swift#glove#crump#gnash,5,0.3
noisy,handy#swift#glove#crump#noisy,5,0.28
stare,handy#swift#glove#crump#strae#stare,6,0.31
abbey,handy#swift#glove#crump#abbey,5,0.29
limit,handy#swift#glove#crump#limit,5,0.28
blaze,handy#swift#glove#crump#albee#blaze,6,0.31
false,handy#swift#glove#crump#false,5,0.28
clack,handy#swift#glove#crump#clack,5,0.29
girth,handy#swift#glove#crump#girth,5,0.28
badly,handy#swift#glove#crump#badly,5,0.3
endow,handy#swift#glove#crump#nowed#endow,6,0.3
stoke,handy#swift#glove#crump#soote#stoke,6,0.3
scuba,handy#swift#glove#crump#scuba,5,0.29
vague,handy#swift#glove#crump#vague,5,0.28
award,handy#swift#glove#crump#award,5,0.3
curry,handy#swift#glove#crump#curry,5,0.28
purge,handy#swift#glove#crump#purge,5,0.28
crook,handy#swift#glove#crump#crock#crook,6,0.3
treat,handy#swift#glove#crump#treat,5,0.3
catty,handy#swift#glove#crump#catty,5,0.28
aroma,handy#swift#glove#crump#aroma,5,0.28
welsh,handy#swift#glove#crump#welsh,5,0.29
gonad,handy#swift#glove#crump#gonad,5,0.28
berth,handy#swift#glove#crump#berth,5,0.3
villa,handy#swift#glove#crump#avail#villa,6,0.3
broad,handy#swift#glove#crump#broad,5,0.3
inane,handy#swift#glove#crump#inane,5,0.27
apple,handy#swift#glove#crump#apple,5,0.3
haven,handy#swift#glove#crump#haven,5,0.28
aorta,handy#swift#glove#crump#torta#aorta,6,0.31
taunt,handy#swift#glove#crump#jaunt#naunt#taunt,7,0.3
start,handy#swift#glove#crump#start,5,0.28
tango,handy#swift#glove#crump#tango,5,0.3
eagle,handy#swift#glove#crump#eagle,5,0.28
snoop,handy#swift#glove#crump#snoop,5,0.28
buxom,handy#swift#glove#crump#bumbo#buxom,6,0.3
strut,handy#swift#glove#crump#strut,5,0.3
feast,handy#swift#glove#crump#feast,5,0.28
crier,handy#swift#glove#crump#crier,5,0.28
ridge,handy#swift#glove#crump#ridge,5,0.3
beget,handy#swift#glove#crump#beget,5,0.29
revue,handy#swift#glove#crump#revue,5,0.3
pasta,handy#swift#glove#crump#pasta,5,0.28
