answer,guessed,num_guessed,time_to_solve
fatty,handy#swift#glove#crump#fatty,5,0.3
cider,handy#swift#glove#crump#cider,5,0.28
jiffy,handy#swift#glove#crump#jiffy,5,0.29
blurt,handy#swift#glove#crump#blurt,5,0.28
clump,handy#swift#glove#crump#clump,5,0.3
glean,handy#swift#glove#crump#glean,5,0.27
lease,handy#swift#glove#crump#lease,5,0.3
forte,handy#swift#glove#crump#forte,5,0.27
blood,handy#swift#glove#crump#blood,5,0.3
bingo,handy#swift#glove#crump#bingo,5,0.28
flume,handy#swift#glove#crump#flume,5,0.28
flunk,handy#swift#glove#crump#flunk,5,0.31
beech,handy#swift#glove#crump#keech#beech,6,0.3
cabin,handy#swift#glove#crump#cabin,5,0.28
gauze,handy#swift#glove#crump#gauge#gauje#gauze,7,0.3
spilt,handy#swift#glove#crump#spilt,5,0.3
crash,handy#swift#glove#crump#crash,5,0.27
cheat,handy#swift#glove#crump#cheat,5,0.3
jumbo,handy#swift#glove#crump#bumbo#jumbo,6,0.3
colon,handy#swift#glove#crump#colon,5,0.28
lodge,handy#swift#glove#crump#lodge,5,0.3
cobra,handy#swift#glove#crump#coarb#cobra,6,0.31
groin,handy#swift#glove#crump#groin,5,0.28
clown,handy#swift#glove#crump#clown,5,0.28
roach,handy#swift#glove#crump#roach,5,0.28
harsh,handy#swift#glove#crump#harsh,5,0.29
wheel,handy#swift#glove#crump#whelk#wheel,6,0.31
thump,handy#swift#glove#crump#thump,5,0.28
wrote,handy#swift#glove#crump#wrote,5,0.28
crepe,handy#swift#glove#crump#crepe,5,0.28
revel,handy#swift#glove#crump#revel,5,0.29
gaily,handy#swift#glove#crump#gaily,5,0.28
slosh,handy#swift#glove#crump#slosh,5,0.28
guest,handy#swift#glove#crump#guest,5,0.3
swill,handy#swift#glove#crump#swill,5,0.28
newly,handy#swift#glove#crump#newly,5,0.29
torch,handy#swift#glove#crump#rotch#torch,6,0.3
label,handy#swift#glove#crump#babel#label,6,0.3
urine,handy#swift#glove#crump#urine,5,0.3
siren,handy#swift#glove#crump#serin#siren,6,0.29
patsy,handy#swift#glove#crump#patsy,5,0.3
liver,handy#swift#glove#crump#liver,5,0.28
retch,handy#swift#glove#crump#retch,5,0.3
cabal,handy#swift#glove#crump#calla#cabal,6,0.3
regal,handy#swift#glove#crump#regal,5,0.29
verge,handy#swift#glove#crump#verge,5,0.28
musky,handy#swift#glove#crump#mumsy#musky,6,0.31
first,handy#swift#glove#crump#first,5,0.28
yearn,handy#swift#glove#crump#yearn,5,0.28
adopt,handy#swift#glove#crump#adopt,5,0.29
corny,handy#swift#glove#crump#corny,5,0.3
bread,handy#swift#glove#crump#ardeb#bread,6,0.3
adage,handy#swift#glove#crump#adage,5,0.3
axion,handy#swift#glove#crump#anion#axion,6,0.3
thumb,handy#swift#glove#crump#thumb,5,0.29
moral,handy#swift#glove#crump#romal#moral,6,0.3
stank,handy#swift#glove#crump#stank,5,0.29
lofty,handy#swift#glove#crump#lofty,5,0.3
drain,handy#swift#glove#crump#drain,5,0.29
teary,handy#swift#glove#crump#teary,5,0.28
bloom,handy#swift#glove#crump#bloom,5,0.28
blunt,handy#swift#glove#crump#blunt,5,0.3
resin,handy#swift#glove#crump#risen#resin,6,0.3
snide,handy#swift#glove#crump#snide,5,0.29
gloss,handy#swift#glove#crump#globs#gloss,6,0.3
gamut,handy#swift#glove#crump#gamut,5,0.3
gusto,handy#swift#glove#crump#gusto,5,0.28
crowd,handy#swift#glove#crump#crowd,5,0.3
chock,handy#swift#glove#crump#chock,5,0.29
sleet,handy#swift#glove#crump#sleet,5,0.28
dicey,handy#swift#glove#crump#dicey,5,0.28
visor,handy#swift#glove#crump#visor,5,0.3
stale,handy#swift#glove#crump#stale,5,0.29
amiss,handy#swift#glove#crump#amias#amiss,6,0.3
bawdy,handy#swift#glove#crump#bawdy,5,0.29
godly,handy#swift#glove#crump#godly,5,0.28
topic,handy#swift#glove#crump#topic,5,0.3
smoke,handy#swift#glove#crump#smoke,5,0.29
datum,handy#swift#glove#crump#datum,5,0.28
droop,handy#swift#glove#crump#droop,5,0.3
viral,handy#swift#glove#crump#viral,5,0.28
reply,handy#swift#glove#crump#reply,5,0.3
mouse,handy#swift#glove#crump#mouse,5,0.29
other,handy#swift#glove#crump#other,5,0.28
azure,handy#swift#glove#crump#azure,5,0.3
seven,handy#swift#glove#crump#seven,5,0.28
gayly,handy#swift#glove#crump#gayly,5,0.28
eaten,handy#swift#glove#crump#eaten,5,0.29
throb,handy#swift#glove#crump#throb,5,0.3
bosom,handy#swift#glove#crump#bombs#bosom,6,0.3
spoil,handy#swift#glove#crump#spoil,5,0.28
slant,handy#swift#glove#crump#slant,5,0.29
silly,handy#swift#glove#crump#silly,5,0.28
tacit,handy#swift#glove#crump#tacit,5,0.3
there,handy#swift#glove#crump#three#there,6,0.3
bylaw,handy#swift#glove#crump#bylaw,5,0.28
macro,handy#swift#glove#crump#macro,5,0.31
least,handy#swift#glove#crump#least,5,0.3
mummy,handy#swift#glove#crump#mummy,5,0.28
hover,handy#swift#glove#crump#hover,5,0.3
royal,handy#swift#glove#crump#royal,5,0.28
rally,handy#swift#glove#crump#rally,5,0.31
cycle,handy#swift#glove#crump#cycle,5,0.28
super,handy#swift#glove#crump#super,5,0.3
sigma,handy#swift#glove#crump#sigma,5,0.28
perky,handy#swift#glove#crump#peery#perky,6,0.29
timer,handy#swift#glove#crump#miter#timer,6,0.31
cacao,handy#swift#glove#crump#caboc#cacao,6,0.3
metro,handy#swift#glove#crump#metro,5,0.29
actor,handy#swift#glove#crump#actor,5,0.3
biddy,handy#swift#glove#crump#kiddy#biddy,6,0.31
pence,handy#swift#glove#crump#pence,5,0.28
angle,handy#swift#glove#crump#angle,5,0.3
issue,handy#swift#glove#crump#issue,5,0.28
tatty,handy#swift#glove#crump#tabby#tatty,6,0.3
fling,handy#swift#glove#crump#fling,5,0.29
shire,handy#swift#glove#crump#shire,5,0.28
using,handy#swift#glove#crump#using,5,0.3
rebar,handy#swift#glove#crump#zebra#kebar#rebar,7,0.3
clash,handy#swift#glove#crump#clash,5,0.29
dense,handy#swift#glove#crump#dense,5,0.28
snuck,handy#swift#glove#crump#snuck,5,0.3
force,handy#swift#glove#crump#force,5,0.28
ounce,handy#swift#glove#crump#ounce,5,0.3
plant,handy#swift#glove#crump#plant,5,0.29
grown,handy#swift#glove#crump#grown,5,0.28
dowdy,handy#swift#glove#crump#dowdy,5,0.29
crock,handy#swift#glove#crump#crook#crock,6,0.3
wryly,handy#swift#glove#crump#wryly,5,0.28
covet,handy#swift#glove#crump#covet,5,0.29
yeast,handy#swift#glove#crump#yeast,5,0.28
usual,handy#swift#glove#crump#usual,5,0.28
frock,handy#swift#glove#crump#frock,5,0.3
squib,handy#swift#glove#crump#squiz#squib,6,0.31
dogma,handy#swift#glove#crump#dogma,5,0.28
tithe,handy#swift#glove#crump#tithe,5,0.3
comic,handy#swift#glove#crump#comic,5,0.28
halve,handy#swift#glove#crump#halve,5,0.3
flyer,handy#swift#glove#crump#flyer,5,0.27
golem,handy#swift#glove#crump#golem,5,0.3
scram,handy#swift#glove#crump#scram,5,0.28
fever,handy#swift#glove#crump#fever,5,0.28
heard,handy#swift#glove#crump#heard,5,0.3
extol,handy#swift#glove#crump#botel#extol,6,0.3
towel,handy#swift#glove#crump#towel,5,0.28
nudge,handy#swift#glove#crump#nudge,5,0.3
forth,handy#swift#glove#crump#forth,5,0.28
opium,handy#swift#glove#crump#opium,5,0.28
furry,handy#swift#glove#crump#furzy#furry,6,0.3
melon,handy#swift#glove#crump#melon,5,0.28
wharf,handy#swift#glove#crump#wharf,5,0.3
drool,handy#swift#glove#crump#drool,5,0.28
kebab,handy#swift#glove#crump#kebab,5,0.29
spend,handy#swift#glove#crump#spend,5,0.28
scion,handy#swift#glove#crump#scion,5,0.28
bland,handy#swift#glove#crump#aland#bland,6,0.31
twice,handy#swift#glove#crump#twice,5,0.28
relay,handy#swift#glove#crump#leary#relay,6,0.3
sadly,handy#swift#glove#crump#sadly,5,0.28
bunch,handy#swift#glove#crump#bunch,5,0.28
batty,handy#swift#glove#crump#tatty#batty,6,0.3
stain,handy#swift#glove#crump#stain,5,0.3
husky,handy#swift#glove#crump#husky,5,0.27
prose,handy#swift#glove#crump#prose,5,0.3
fugue,handy#swift#glove#crump#fugue,5,0.28
along,handy#swift#glove#crump#along,5,0.28
glass,handy#swift#glove#crump#glass,5,0.29
bless,handy#swift#glove#crump#blees#blebs#bless,7,0.31
growl,handy#swift#glove#crump#growl,5,0.28
quest,handy#swift#glove#crump#quest,5,0.28
queen,handy#swift#glove#crump#queen,5,0.28
paint,handy#swift#glove#crump#paint,5,0.27
bilge,handy#swift#glove#crump#bilge,5,0.28
ladle,handy#swift#glove#crump#dalle#ladle,6,0.31
pansy,handy#swift#glove#crump#pansy,5,0.28
humor,handy#swift#glove#crump#humor,5,0.28
shout,handy#swift#glove#crump#shout,5,0.29
spade,handy#swift#glove#crump#spade,5,0.28
filet,handy#swift#glove#crump#filet,5,0.29
seedy,handy#swift#glove#crump#seedy,5,0.28
alter,handy#swift#glove#crump#alter,5,0.3
large,handy#swift#glove#crump#large,5,0.29
scoff,handy#swift#glove#crump#scoff,5,0.28
under,handy#swift#glove#crump#unred#under,6,0.3
drunk,handy#swift#glove#crump#drunk,5,0.3
stink,handy#swift#glove#crump#stink,5,0.27
unity,handy#swift#glove#crump#unity,5,0.3
tepid,handy#swift#glove#crump#tepid,5,0.28
honor,handy#swift#glove#crump#honor,5,0.28
clone,handy#swift#glove#crump#clone,5,0.3
pride,handy#swift#glove#crump#pride,5,0.27
bison,handy#swift#glove#crump#bison,5,0.3
chord,handy#swift#glove#crump#chord,5,0.28
stout,handy#swift#glove#crump#stout,5,0.28
petty,handy#swift#glove#crump#typey#petty,6,0.31
couch,handy#swift#glove#crump#couch,5,0.29
viola,handy#swift#glove#crump#viola,5,0.28
cavil,handy#swift#glove#crump#cavil,5,0.28
share,handy#swift#glove#crump#share,5,0.3
bossy,handy#swift#glove#crump#bosky#bossy,6,0.3
musty,handy#swift#glove#crump#musty,5,0.3
wider,handy#swift#glove#crump#wired#wider,6,0.31
spank,handy#swift#glove#crump#spans#spank,6,0.3
habit,handy#swift#glove#crump#habit,5,0.28
today,handy#swift#glove#crump#today,5,0.29
alert,handy#swift#glove#crump#alert,5,0.3
women,handy#swift#glove#crump#women,5,0.28
graft,handy#swift#glove#crump#graft,5,0.3
brook,handy#swift#glove#crump#brook,5,0.28
drawn,handy#swift#glove#crump#drawn,5,0.29
smelt,handy#swift#glove#crump#smelt,5,0.28
abode,handy#swift#glove#crump#abode,5,0.3
chirp,handy#swift#glove#crump#chirp,5,0.29
death,handy#swift#glove#crump#death,5,0.28
focus,handy#swift#glove#crump#focus,5,0.28
medal,handy#swift#glove#crump#medal,5,0.3
zebra,handy#swift#glove#crump#zebra,5,0.3
anger,handy#swift#glove#crump#anger,5,0.28
shape,handy#swift#glove#crump#shape,5,0.29
grain,handy#swift#glove#crump#grain,5,0.28
beefy,handy#swift#glove#crump#beefy,5,0.3
serum,handy#swift#glove#crump#serum,5,0.3
broth,handy#swift#glove#crump#broth,5,0.28
matey,handy#swift#glove#crump#matey,5,0.29
route,handy#swift#glove#crump#route,5,0.3
juicy,handy#swift#glove#crump#juicy,5,0.3
chime,handy#swift#glove#crump#chime,5,0.29
lurch,handy#swift#glove#crump#lurch,5,0.3
class,handy#swift#glove#crump#class,5,0.29
dryer,handy#swift#glove#crump#dryer,5,0.28
gulch,handy#swift#glove#crump#gulch,5,0.29
check,handy#swift#glove#crump#check,5,0.3
copse,handy#swift#glove#crump#copse,5,0.29
voter,handy#swift#glove#crump#voter,5,0.3
moron,handy#swift#glove#crump#moron,5,0.28
shook,handy#swift#glove#crump#skosh#shook,6,0.31
recur,handy#swift#glove#crump#recur,5,0.28
lapel,handy#swift#glove#crump#palea#lapel,6,0.31
lorry,handy#swift#glove#crump#lorry,5,0.3
dance,handy#swift#glove#crump#dance,5,0.28
sunny,handy#swift#glove#crump#sunny,5,0.3
waive,handy#swift#glove#crump#waive,5,0.28
livid,handy#swift#glove#crump#livid,5,0.29
risky,handy#swift#glove#crump#risky,5,0.3
caulk,handy#swift#glove#crump#caulk,5,0.28
raven,handy#swift#glove#crump#raven,5,0.28
uncle,handy#swift#glove#crump#uncle,5,0.29
viper,handy#swift#glove#crump#viper,5,0.3
maize,handy#swift#glove#crump#maize,5,0.28
sting,handy#swift#glove#crump#sting,5,0.28
scary,handy#swift#glove#crump#scray#scary,6,0.3
cliff,handy#swift#glove#crump#cliff,5,0.28
molar,handy#swift#glove#crump#molar,5,0.3
taken,handy#swift#glove#crump#eaten#taken,6,0.3
fatal,handy#swift#glove#crump#fatal,5,0.28
miner,handy#swift#glove#crump#miner,5,0.3
perch,handy#swift#glove#crump#perch,5,0.29
conic,handy#swift#glove#crump#conic,5,0.28
ferry,handy#swift#glove#crump#ferry,5,0.3
aback,handy#swift#glove#crump#abaca#aback,6,0.3
flail,handy#swift#glove#crump#flail,5,0.29
birch,handy#swift#glove#crump#birch,5,0.28
briar,handy#swift#glove#crump#briar,5,0.28
bravo,handy#swift#glove#crump#bravo,5,0.3
plaid,handy#swift#glove#crump#plaid,5,0.27
trope,handy#swift#glove#crump#trope,5,0.28
cache,handy#swift#glove#crump#cache,5,0.3
milky,handy#swift#glove#crump#limby#milky,6,0.3
going,handy#swift#glove#crump#going,5,0.28
rotor,handy#swift#glove#crump#rotor,5,0.28
adobe,handy#swift#glove#crump#adobe,5,0.29
idiom,handy#swift#glove#crump#idiom,5,0.28
aglow,handy#swift#glove#crump#aglow,5,0.3
parry,handy#swift#glove#crump#parky#parry,6,0.3
curvy,handy#swift#glove#crump#curvy,5,0.28
abhor,handy#swift#glove#crump#abhor,5,0.29
aloft,handy#swift#glove#crump#aloft,5,0.28
swoon,handy#swift#glove#crump#swoon,5,0.3
allow,handy#swift#glove#crump#allow,5,0.28
proof,handy#swift#glove#crump#proof,5,0.27
dying,handy#swift#glove#crump#dying,5,0.3
imply,handy#swift#glove#crump#imply,5,0.28
epoch,handy#swift#glove#crump#epoch,5,0.29
rerun,handy#swift#glove#crump#quern#rerun,6,0.3
nymph,handy#swift#glove#crump#nymph,5,0.29
arrow,handy#swift#glove#crump#arrow,5,0.28
swarm,handy#swift#glove#crump#swarm,5,0.28
sooty,handy#swift#glove#crump#sooty,5,0.28
enemy,handy#swift#glove#crump#enemy,5,0.3
bride,handy#swift#glove#crump#bride,5,0.29
crony,handy#swift#glove#crump#crony,5,0.28
dealt,handy#swift#glove#crump#dealt,5,0.28
locus,handy#swift#glove#crump#locus,5,0.3
style,handy#swift#glove#crump#style,5,0.28
hunky,handy#swift#glove#crump#hunky,5,0.29
prune,handy#swift#glove#crump#prune,5,0.28
berry,handy#swift#glove#crump#jerky#berry,6,0.3
rugby,handy#swift#glove#crump#rugby,5,0.28
funky,handy#swift#glove#crump#funny#funky,6,0.32
tramp,handy#swift#glove#crump#tramp,5,0.28
pixel,handy#swift#glove#crump#pixel,5,0.3
shown,handy#swift#glove#crump#shown,5,0.28
surly,handy#swift#glove#crump#surly,5,0.3
bribe,handy#swift#glove#crump#bribe,5,0.29
slice,handy#swift#glove#crump#slice,5,0.3
spare,handy#swift#glove#crump#spare,5,0.28
polka,handy#swift#glove#crump#polka,5,0.3
mambo,handy#swift#glove#crump#mambo,5,0.28
donor,handy#swift#glove#crump#donor,5,0.29
frank,handy#swift#glove#crump#frank,5,0.28
video,handy#swift#glove#crump#video,5,0.3
crush,handy#swift#glove#crump#crush,5,0.28
prior,handy#swift#glove#crump#prior,5,0.29
canal,handy#swift#glove#crump#canal,5,0.28
annex,handy#swift#glove#crump#annex,5,0.28
windy,handy#swift#glove#crump#windy,5,0.3
plumb,handy#swift#glove#crump#plumb,5,0.27
wedge,handy#swift#glove#crump#wedge,5,0.3
brunt,handy#swift#glove#crump#brunt,5,0.28
shorn,handy#swift#glove#crump#shorn,5,0.28
essay,handy#swift#glove#crump#essay,5,0.3
acrid,handy#swift#glove#crump#acrid,5,0.28
lucid,handy#swift#glove#crump#ludic#lucid,6,0.3
ramen,handy#swift#glove#crump#namer#ramen,6,0.3
short,handy#swift#glove#crump#short,5,0.3
spore,handy#swift#glove#crump#spore,5,0.28
feign,handy#swift#glove#crump#feign,5,0.28
brawn,handy#swift#glove#crump#brawn,5,0.29
baker,handy#swift#glove#crump#jaker#baker,6,0.31
human,handy#swift#glove#crump#human,5,0.28
finer,handy#swift#glove#crump#finer,5,0.28
rumor,handy#swift#glove#crump#rumbo#rumor,6,0.31
trait,handy#swift#glove#crump#krait#trait,6,0.3
pique,handy#swift#glove#crump#pique,5,0.3
aging,handy#swift#glove#crump#aging,5,0.29
curly,handy#swift#glove#crump#curly,5,0.28
naive,handy#swift#glove#crump#naive,5,0.29
piggy,handy#swift#glove#crump#piggy,5,0.28
mucus,handy#swift#glove#crump#mucus,5,0.3
plied,handy#swift#glove#crump#plied,5,0.28
bobby,handy#swift#glove#crump#bobby,5,0.3
spool,handy#swift#glove#crump#spool,5,0.29
ashen,handy#swift#glove#crump#ashen,5,0.3
slash,handy#swift#glove#crump#slash,5,0.28
artsy,handy#swift#glove#crump#artsy,5,0.28
racer,handy#swift#glove#crump#racer,5,0.31
arose,handy#swift#glove#crump#arose,5,0.28
fanny,handy#swift#glove#crump#fanny,5,0.28
polyp,handy#swift#glove#crump#polyp,5,0.28
rinse,handy#swift#glove#crump#rinse,5,0.3
dozen,handy#swift#glove#crump#dozen,5,0.29
floss,handy#swift#glove#crump#flobs#floss,6,0.28
knoll,handy#swift#glove#crump#knoll,5,0.3
brave,handy#swift#glove#crump#brave,5,0.28
woken,handy#swift#glove#crump#woken,5,0.28
blitz,handy#swift#glove#crump#blitz,5,0.29
chump,handy#swift#glove#crump#chump,5,0.3
mecca,handy#swift#glove#crump#mecca,5,0.3
pygmy,handy#swift#glove#crump#pygmy,5,0.28
slide,handy#swift#glove#crump#slide,5,0.28
hyena,handy#swift#glove#crump#hyena,5,0.29
onion,handy#swift#glove#crump#boink#onion,6,0.31
quite,handy#swift#glove#crump#quite,5,0.28
grief,handy#swift#glove#crump#grief,5,0.28
inlet,handy#swift#glove#crump#inlet,5,0.29
fungi,handy#swift#glove#crump#fungi,5,0.3
claim,handy#swift#glove#crump#claim,5,0.28
mauve,handy#swift#glove#crump#mauve,5,0.28
waver,handy#swift#glove#crump#waver,5,0.29
brand,handy#swift#glove#crump#brand,5,0.29
knife,handy#swift#glove#crump#knife,5,0.28
jaunt,handy#swift#glove#crump#taunt#naunt#jaunt,7,0.31
relax,handy#swift#glove#crump#leear#relax,6,0.3
early,handy#swift#glove#crump#early,5,0.3
shirk,handy#swift#glove#crump#shirk,5,0.29
lever,handy#swift#glove#crump#revel#lever,6,0.3
reset,handy#swift#glove#crump#reset,5,0.3
crumb,handy#swift#glove#crump#crumb,5,0.28
bigot,handy#swift#glove#crump#bigot,5,0.29
punch,handy#swift#glove#crump#punch,5,0.28
salon,handy#swift#glove#crump#salon,5,0.28
fizzy,handy#swift#glove#crump#fizzy,5,0.28
robin,handy#swift#glove#crump#robin,5,0.3
yield,handy#swift#glove#crump#yield,5,0.29
glint,handy#swift#glove#crump#glint,5,0.28
penne,handy#swift#glove#crump#penne,5,0.3
shade,handy#swift#glove#crump#shade,5,0.29
baggy,handy#swift#glove#crump#jaggy#baggy,6,0.3
slimy,handy#swift#glove#crump#slimy,5,0.29
known,handy#swift#glove#crump#known,5,0.28
heart,handy#swift#glove#crump#heart,5,0.3
bliss,handy#swift#glove#crump#bliss,5,0.28
pouty,handy#swift#glove#crump#pouty,5,0.28
tardy,handy#swift#glove#crump#tardy,5,0.29
quote,handy#swift#glove#crump#quote,5,0.3
pound,handy#swift#glove#crump#pound,5,0.28
scrap,handy#swift#glove#crump#scrap,5,0.3
ocean,handy#swift#glove#crump#ocean,5,0.29
lunar,handy#swift#glove#crump#lunar,5,0.28
lasso,handy#swift#glove#crump#lasso,5,0.3
snowy,handy#swift#glove#crump#snowy,5,0.28
clang,handy#swift#glove#crump#clang,5,0.3
kneel,handy#swift#glove#crump#knell#kneel,6,0.31
moody,handy#swift#glove#crump#moody,5,0.28
duvet,handy#swift#glove#crump#duvet,5,0.28
forum,handy#swift#glove#crump#forum,5,0.3
roost,handy#swift#glove#crump#roost,5,0.28
belly,handy#swift#glove#crump#lezzy#kelly#belly,7,0.3
equal,handy#swift#glove#crump#equal,5,0.28
prude,handy#swift#glove#crump#prude,5,0.3
abled,handy#swift#glove#crump#dedal#abled,6,0.3
batch,handy#swift#glove#crump#batch,5,0.29
marry,handy#swift#glove#crump#marry,5,0.28
unzip,handy#swift#glove#crump#unzip,5,0.3
poppy,handy#swift#glove#crump#pozzy#poboy#poppy,7,0.3
click,handy#swift#glove#crump#click,5,0.3
genre,handy#swift#glove#crump#genre,5,0.29
abbot,handy#swift#glove#crump#abbot,5,0.28
alibi,handy#swift#glove#crump#alibi,5,0.3
radii,handy#swift#glove#crump#rabid#radii,6,0.3
baron,handy#swift#glove#crump#baron,5,0.29
dowel,handy#swift#glove#crump#lowed#dowel,6,0.3
twine,handy#swift#glove#crump#twine,5,0.28
femur,handy#swift#glove#crump#femur,5,0.3
bluer,handy#swift#glove#crump#bluer,5,0.3
boxer,handy#swift#glove#crump#berob#boxer,6,0.3
vegan,handy#swift#glove#crump#vegan,5,0.28
ennui,handy#swift#glove#crump#ennui,5,0.3
nasty,handy#swift#glove#crump#nasty,5,0.28
those,handy#swift#glove#crump#those,5,0.3
woman,handy#swift#glove#crump#woman,5,0.29
faint,handy#swift#glove#crump#faint,5,0.28
crime,handy#swift#glove#crump#crime,5,0.28
mossy,handy#swift#glove#crump#mossy,5,0.28
debut,handy#swift#glove#crump#duett#debut,6,0.31
modal,handy#swift#glove#crump#domal#modal,6,0.3
lapse,handy#swift#glove#crump#lapse,5,0.28
snake,handy#swift#glove#crump#snake,5,0.29
crank,handy#swift#glove#crump#crank,5,0.3
caddy,handy#swift#glove#crump#caddy,5,0.29
elder,handy#swift#glove#crump#elder,5,0.28
junta,handy#swift#glove#crump#junta,5,0.3
swamp,handy#swift#glove#crump#swamp,5,0.28
cater,handy#swift#glove#crump#cater,5,0.3
scamp,handy#swift#glove#crump#scamp,5,0.27
steed,handy#swift#glove#crump#steed,5,0.3
vixen,handy#swift#glove#crump#vixen,5,0.28
stack,handy#swift#glove#crump#scats#stack,6,0.31
putty,handy#swift#glove#crump#putty,5,0.28
slush,handy#swift#glove#crump#slush,5,0.29
crate,handy#swift#glove#crump#crate,5,0.28
chief,handy#swift#glove#crump#chief,5,0.28
repay,handy#swift#glove#crump#apery#repay,6,0.31
wagon,handy#swift#glove#crump#wagon,5,0.28
skiff,handy#swift#glove#crump#skiff,5,0.29
unset,handy#swift#glove#crump#unset,5,0.28
holly,handy#swift#glove#crump#holly,5,0.28
pinto,handy#swift#glove#crump#pinto,5,0.3
beach,handy#swift#glove#crump#beach,5,0.29
craze,handy#swift#glove#crump#crake#crare#craze,7,0.3
sprig,handy#swift#glove#crump#sprig,5,0.28
eight,handy#swift#glove#crump#eight,5,0.3
forgo,handy#swift#glove#crump#forgo,5,0.28
prong,handy#swift#glove#crump#prong,5,0.29
tenet,handy#swift#glove#crump#benet#tenet,6,0.3
bacon,handy#swift#glove#crump#bacon,5,0.3
fixer,handy#swift#glove#crump#refix#fixer,6,0.3
brace,handy#swift#glove#crump#brace,5,0.3
handy,handy,1,0.24
blimp,handy#swift#glove#crump#blimp,5,0.28
troop,handy#swift#glove#crump#troop,5,0.3
study,handy#swift#glove#crump#study,5,0.28
skill,handy#swift#glove#crump#skill,5,0.29
opera,handy#swift#glove#crump#opera,5,0.28
excel,handy#swift#glove#crump#excel,5,0.3
rapid,handy#swift#glove#crump#padri#rapid,6,0.3
theft,handy#swift#glove#crump#theft,5,0.3
surge,handy#swift#glove#crump#surge,5,0.29
chuck,handy#swift#glove#crump#chuck,5,0.28
renew,handy#swift#glove#crump#renew,5,0.28
daisy,handy#swift#glove#crump#daisy,5,0.3
reedy,handy#swift#glove#crump#reddy#reedy,6,0.3
bleed,handy#swift#glove#crump#bleed,5,0.29
lithe,handy#swift#glove#crump#lithe,5,0.28
renal,handy#swift#glove#crump#renal,5,0.3
wrack,handy#swift#glove#crump#wrack,5,0.28
disco,handy#swift#glove#crump#disco,5,0.28
heron,handy#swift#glove#crump#heron,5,0.29
shame,handy#swift#glove#crump#shame,5,0.3
clout,handy#swift#glove#crump#clout,5,0.29
awake,handy#swift#glove#crump#awake,5,0.28
smack,handy#swift#glove#crump#smack,5,0.29
rough,handy#swift#glove#crump#rough,5,0.28
mount,handy#swift#glove#crump#mount,5,0.3
bough,handy#swift#glove#crump#bough,5,0.28
randy,handy#swift#glove#crump#randy,5,0.28
tweed,handy#swift#glove#crump#tweed,5,0.29
masse,handy#swift#glove#crump#masse,5,0.28
crump,handy#swift#glove#crump,4,0.27
bulky,handy#swift#glove#crump#bully#bulky,6,0.3
mound,handy#swift#glove#crump#mound,5,0.28
hyper,handy#swift#glove#crump#hyper,5,0.29
civil,handy#swift#glove#crump#civil,5,0.28
greet,handy#swift#glove#crump#greet,5,0.28
cover,handy#swift#glove#crump#cover,5,0.3
aping,handy#swift#glove#crump#aping,5,0.3
brake,handy#swift#glove#crump#arere#braze#brake,7,0.29
piano,handy#swift#glove#crump#piano,5,0.28
threw,handy#swift#glove#crump#rewth#threw,6,0.3
tight,handy#swift#glove#crump#kight#bight#tight,7,0.31
rumba,handy#swift#glove#crump#rumba,5,0.29
rifle,handy#swift#glove#crump#rifle,5,0.3
macho,handy#swift#glove#crump#macho,5,0.28
begun,handy#swift#glove#crump#begun,5,0.3
barge,handy#swift#glove#crump#barge,5,0.28
slurp,handy#swift#glove#crump#slurp,5,0.31
felon,handy#swift#glove#crump#felon,5,0.28
ingot,handy#swift#glove#crump#ingot,5,0.3
cress,handy#swift#glove#crump#cress,5,0.28
above,handy#swift#glove#crump#above,5,0.3
ember,handy#swift#glove#crump#ember,5,0.29
jerky,handy#swift#glove#crump#kerky#jerky,6,0.3
stein,handy#swift#glove#crump#stein,5,0.28
howdy,handy#swift#glove#crump#howdy,5,0.3
vocal,handy#swift#glove#crump#vocal,5,0.29
shrew,handy#swift#glove#crump#shrew,5,0.3
birth,handy#swift#glove#crump#birth,5,0.28
valet,handy#swift#glove#crump#valet,5,0.28
chose,handy#swift#glove#crump#chose,5,0.3
mange,handy#swift#glove#crump#mange,5,0.27
soggy,handy#swift#glove#crump#soggy,5,0.3
exult,handy#swift#glove#crump#exult,5,0.28
eater,handy#swift#glove#crump#taxer#rater#eater,7,0.3
joker,handy#swift#glove#crump#berob#joker,6,0.31
flame,handy#swift#glove#crump#flame,5,0.29
favor,handy#swift#glove#crump#favor,5,0.28
lumpy,handy#swift#glove#crump#lumpy,5,0.28
quell,handy#swift#glove#crump#quell,5,0.3
vicar,handy#swift#glove#crump#vicar,5,0.29
oddly,handy#swift#glove#crump#oddly,5,0.28
ratio,handy#swift#glove#crump#ratio,5,0.3
bleak,handy#swift#glove#crump#bleak,5,0.29
cumin,handy#swift#glove#crump#cumin,5,0.3
syrup,handy#swift#glove#crump#syrup,5,0.27
cease,handy#swift#glove#crump#cease,5,0.3
plane,handy#swift#glove#crump#plane,5,0.28
fewer,handy#swift#glove#crump#fewer,5,0.3
ethos,handy#swift#glove#crump#ethos,5,0.28
rover,handy#swift#glove#crump#bevor#rover,6,0.3
snort,handy#swift#glove#crump#snort,5,0.28
gavel,handy#swift#glove#crump#gavel,5,0.3
piney,handy#swift#glove#crump#piney,5,0.28
weird,handy#swift#glove#crump#weird,5,0.29
